"001","002","003","004","005"
"Steveston Return-It Depot","49.123882","-123.164022","604-241-9177 ","V7E 3R7"
"Jenill Recycling","49.1156049","-122.8952844","604-596-1751 ","V4E 2X7"
"Panorama Village Return-It","49.105117","-122.803094","604-579-0208 ","V3S 9A5"
"Staples - Langley","49.1163739","-122.6668837","604-514-2160 ","V2Y 2T5"
"Salvation Army - Langley","49.1121616","-122.6746306","604-530-1321 ","V3A 4Y1"
"Willowbrook Recycling","49.1112404","-122.6783679","604-532-0225 ","V3A 3Z6"
"Staples - Cloverdale","49.1041288","-122.7384905","778-571-3580 ","V3S 2X6"
"Langley Bottle Depot","49.1087179","-122.6650567","604-530-0131 ","V3A 4K6"
"Ladner Bottle Depot","49.0925234","-123.084933","604-946-0309 ","V4K 2Y1"
"Best Buy - Langley","49.1092452","-122.6427747","6045307787 ","V2Y 1P3"
"Sunset Coast Bottle Depot","49.7989201","-124.4985057","604-485-7743 ","V8A 0R2"
"Staples - Powell RIver","49.8444584","-124.5207194","604-485-3560 ","V8A 3B6"
"Fraser Valley Bottle & Return-It Depot","49.0891373","-122.5983612","604-533-8807 ","V2Z 2T5"
"Staples - White Rock","49.0567257","-122.80139","604-541-3850 ","V4P 3K1"
"Mission Recycle Centre","49.1344172","-122.3195224","604-820-1830 ","V2V 6J9"
"Staples - Mission","49.1293523","-122.3231867","604-814-3850 ","V2V 6M7"
"Mission Recycling Depot","49.1329285","-122.3036402","604 814 3555 ","V2V 4M5"
"Semiahmoo Bottle Depot","49.046592","-122.7928011","604-531-7669 ","V4A 2J4"
"Best Buy - South Surrey","49.0431756","-122.7811553","6045355660 ","V3S 9N6"
"Tsawwassen Return -It Centre","49.0246502","-123.0685212","604-943-7661 ","V4L 1C4"
"Aldergrove Return-It Depot","49.0576294","-122.4634014","604-856-2992 ","V4W 3N5"
"Staples - Nanaimo Parkway","49.2340409","-124.0500704","250-390-5900 ","V9T 6J6"
"Staples - Nanaimo Island Hwy","49.1915014","-123.9666986","250-751-7770 ","V9S 5W3"
"Abbotsford Mission Recycling Program","49.0691266","-122.287245","604-850-3551 ","V2S 3S9"
"Best Buy - Nanaimo","49.2067031","-124.0068009","2507298632 ","V9T 1W1"
"Regional Recycling - Fremont","49.1940261","-123.982462","250-751-1159 ","V9S 3H3"
"Regional Recycling - Nanaimo","49.2028694","-124.0044827","250-751-2358 ","V9T 3X3"
"Nanaimo Recycling Exchange","49.2027761","-124.0043028","250-758-7777 ","V9T 5K4"
"R&T Recyclables & Bottle Depot","49.045508","-122.349558","604-852-6092 ","V2T 4C6"
"Staples - Abbotsford","49.0499413","-122.325489","604-870-3440 ","V2T 4W1"
"Best Buy - Abbotsford","49.0498975","-122.3124766","6048526220 ","V2S 5A1"
"Abbotsford Bottle Depot","49.0494667","-122.303658","604-853-7770 ","V2S 1Z8"
"Chilliwack Bottle Depot","49.1626005","-121.9538732","604-792-9572 ","V2P 1K5"
"Staples - Chilliwack","49.1388399","-121.9592417","604-824-8474 ","V2R 6E7"
"Agassiz Bottle Depot","49.237849","-121.7468638","604-796-3653 ","V0M 1A2"
"Regional Recycling - Abbotsford","49.0166754","-122.2717968","604-852-9152 ","V2S 7P6"
"Parksville Bottle & Recycling","49.3078798","-124.3240202","250-248-0224 ","V9P 1J9"
"Sardis Bottle Depot","49.105938","-121.9610263","604-858-9177 ","V2R 3N5"
"Ashcroft Bottle & Return-It Centre","50.72205","-121.2801423","250-453-9665 ","V0K 1A0"
"Hope Bottle Depot","49.3798471","-121.4334275","604-869-7567 ","V0X 1L4"
"Junction Bottle Depot","48.9991103","-123.8223235","250-245-7376 ","V9G 1A3"
"Salt Spring Island Recycling Depot","48.8541283","-123.5170851","250-537-1200 ","V8K 2K6"
"Courtenay Return-It Depot","49.6954984","-124.9891104","250-338-6013 ","V9N 3P9"
"Staples - Courtenay","49.6734394","-124.9810426","250-334-8357 ","V9N 2L9"
"Best Buy - Courtenay","49.6925468","-124.9983294","2503349791 ","V9N 2L9"
"Merritt Return-It Depot","50.108168","-120.7830362","250-280-2359 ","V1K 1B8"
"Island Return-It Duncan","48.8051649","-123.7174877","250-748-2066 ","V9L 5T3"
"Best Buy - Cowichan","48.8036393","-123.7212744","250-737-1338 ","V9L 6C6"
"Logan Lake Bottle Depot","50.492929","-120.8150863","250-453-9665 ","V0K 1W0"
"Staples - Duncan","48.7755453","-123.7021522","250-715-1922 ","V9L 2P2"
"Staples - Port Alberni","49.2668021","-124.7861598","250-720-2460 ","V9Y 8K2"
"Staples - Campbell River","50.034222","-125.2515091","250-286-4390 ","V9W 8C9"
"Salvation Army - Port Alberni","49.2451765","-124.8048111","250-723-6913 ","V9Y 3P3"
"Island Return-It Campbell River","50.0306683","-125.2761994","250-287-4224 ","V9W 3M7"
"Island Return-It Sidney","48.6537473","-123.4123525","250-655-4878 ","V8L 3S1"
"Salvation Army - Mill Bay","48.6573861","-123.5610091","250-743-2123 ","V0R 2P0"
"Hartland Recycling","48.5335417","-123.4578885","250-727-3331 ","V9E 1J9"
"Bottle Depot - Glanford","48.4841002","-123.3889206","250-727-7480 ","V8Z 4B9"
"Asset Investment Recovery - Victoria","48.4817932","-123.3903049","250-952-5097 ","V8Z 4B8"
"Salvation Army - Victoria Warehouse","48.4810035","-123.3879385","250-384-3755 ","V8Z 3B8"
"Salvation Army - Cedar Hill","48.4614025","-123.3338554","250-382-3714 ","V8P 2P3"
"Best Buy - Victoria","48.4551201","-123.3758628","2504197670 ","V8Z 0B9"
"Staples - Victoria","48.4482786","-123.3692","250-383-8178 ","V8X 3W4"
"Salvation Army - View Royal","48.4564627","-123.4419083","250-708-0520 ","V9B 1G9"
"Staples - Victoria / Langford","48.4596579","-123.5007366","250-391-3070 ","V9B 6A2"
"Best Buy - Langford","48.4593675","-123.4993578","2503914514 ","V9B 6A2"
"Salvation Army - Victoria Hillside","48.4396478","-123.359388","250-380-7717 ","V8T 2A1"
"The Hut","49.4411266","-120.5372186","250-295-3835 ","V0X 1W0"
"Bottle Depot - Victoria","48.4338098","-123.3656648","250-727-7480 ","V8T 1L9"
"Island Return-It Esquimalt","48.4314879","-123.3986545","250-381-1482 ","V9A 4R9"
"Alpine Disposal & Recycling","48.4463435","-123.5172191","250-474-5145 ","V9B 2S4"
"Staples - Victoria II","48.4243981","-123.3641206","250-220-8800 ","V8W 3E9"
"Staples - Kamloops","50.6546465","-120.3779981","250-377-4550 ","V2E 2R7"
"Best Buy - Kamloops","50.6538318","-120.3695302","2503747554 ","V1S 1J2"
"General Grant's Recycling Centers - Sahali","50.663207","-120.3608979","778-471-3109 ","V2C 5P4"
"Salvation Army - Sooke","48.4102199","-123.5855711","250-642-3612 ","V0S 1N0"
"General Grant's Recycling Centers - North Shore","50.6944513","-120.355887","250-376-9600 ","V2B 2K2"
"Lorne Street Bottle","50.7144132","-120.3435499","250-372-3721 ","V2H 1N6"
"A & P Disposal & Recycling","48.3945513","-123.70113","250-642-4456 ","V9Z 0X6"
